output_frame_index,sensor_frame_index,sensor_timestamp,actual_exposure_us,analogue_gain,pts_ms,elapsed_ms,frame_unix_ms,frame_time_iso8601,mean_luma
1849,3726,14960843680000,9992.0,1.00,51363.889,52086.344,1789132008376.970,2026-09-11T17:06:48.376970+04:00,83.1
1850,3727,14960857573000,9992.0,1.00,51377.782,52100.237,1789132008390.863,2026-09-11T17:06:48.390863+04:00,82.9
1851,3731,14960913148000,9992.0,1.00,51433.357,52155.812,1789132008446.438,2026-09-11T17:06:48.446438+04:00,81.5
1852,3732,14960927040000,9992.0,1.00,51447.249,52169.704,1789132008460.330,2026-09-11T17:06:48.460330+04:00,81.3
1853,3733,14960940934000,9992.0,1.00,51461.143,52183.598,1789132008474.224,2026-09-11T17:06:48.474224+04:00,81.2
1854,3737,14960996509000,9992.0,1.00,51516.718,52239.173,1789132008529.799,2026-09-11T17:06:48.529799+04:00,81.1
1855,3738,14961010402000,9992.0,1.00,51530.611,52253.066,1789132008543.692,2026-09-11T17:06:48.543692+04:00,81.0
1856,3739,14961024296000,9992.0,1.00,51544.505,52266.960,1789132008557.586,2026-09-11T17:06:48.557586+04:00,80.9
1857,3743,14961079872000,9992.0,1.00,51600.081,52322.536,1789132008613.162,2026-09-11T17:06:48.613162+04:00,80.7
1858,3744,14961093761000,9992.0,1.00,51613.970,52336.425,1789132008627.051,2026-09-11T17:06:48.627051+04:00,80.7
1859,3745,14961107655000,9992.0,1.00,51627.864,52350.319,1789132008640.945,2026-09-11T17:06:48.640945+04:00,80.7
1860,3749,14961163232000,9992.0,1.00,51683.441,52405.896,1789132008696.522,2026-09-11T17:06:48.696522+04:00,80.8
1861,3750,14961177121000,9992.0,1.00,51697.330,52419.785,1789132008710.411,2026-09-11T17:06:48.710411+04:00,80.8
1862,3751,14961191017000,9992.0,1.00,51711.226,52433.681,1789132008724.307,2026-09-11T17:06:48.724307+04:00,80.8
1863,3755,14961246591000,9992.0,1.00,51766.800,52489.255,1789132008779.881,2026-09-11T17:06:48.779881+04:00,80.9
1864,3756,14961260482000,9992.0,1.00,51780.691,52503.146,1789132008793.772,2026-09-11T17:06:48.793772+04:00,80.9
1865,3757,14961274377000,9992.0,1.00,51794.586,52517.041,1789132008807.667,2026-09-11T17:06:48.807667+04:00,80.9
1866,3761,14961329951000,9992.0,1.00,51850.160,52572.615,1789132008863.241,2026-09-11T17:06:48.863241+04:00,80.9
1867,3762,14961343842000,9992.0,1.00,51864.051,52586.506,1789132008877.132,2026-09-11T17:06:48.877132+04:00,80.9
1868,3763,14961357736000,9992.0,1.00,51877.945,52600.400,1789132008891.026,2026-09-11T17:06:48.891026+04:00,80.9
1869,3767,14961413310000,9992.0,1.00,51933.519,52655.974,1789132008946.600,2026-09-11T17:06:48.946600+04:00,81.4
1870,3768,14961427202000,9992.0,1.00,51947.411,52669.866,1789132008960.492,2026-09-11T17:06:48.960492+04:00,82.1
1871,3769,14961441097000,9992.0,1.00,51961.306,52683.761,1789132008974.387,2026-09-11T17:06:48.974387+04:00,82.7
1872,3773,14961496671000,9992.0,1.00,52016.880,52739.335,1789132009029.961,2026-09-11T17:06:49.029961+04:00,84.7
1873,3774,14961510565000,9992.0,1.00,52030.774,52753.229,1789132009043.855,2026-09-11T17:06:49.043855+04:00,85.2
1874,3775,14961524457000,9992.0,1.00,52044.666,52767.121,1789132009057.747,2026-09-11T17:06:49.057747+04:00,85.6
1875,3779,14961580031000,9992.0,1.00,52100.240,52822.695,1789132009113.321,2026-09-11T17:06:49.113321+04:00,85.7
1876,3780,14961593923000,9992.0,1.00,52114.132,52836.587,1789132009127.213,2026-09-11T17:06:49.127213+04:00,85.6
1877,3781,14961607817000,9992.0,1.00,52128.026,52850.481,1789132009141.107,2026-09-11T17:06:49.141107+04:00,85.6
1878,3785,14961663394000,9992.0,1.00,52183.603,52906.058,1789132009196.684,2026-09-11T17:06:49.196684+04:00,85.5
1879,3786,14961677284000,9992.0,1.00,52197.493,52919.948,1789132009210.574,2026-09-11T17:06:49.210574+04:00,85.5
1880,3787,14961691177000,9992.0,1.00,52211.386,52933.841,1789132009224.467,2026-09-11T17:06:49.224467+04:00,85.4
1881,3791,14961746752000,9992.0,1.00,52266.961,52989.416,1789132009280.042,2026-09-11T17:06:49.280042+04:00,85.0
1882,3792,14961760651000,9992.0,1.00,52280.860,53003.315,1789132009293.941,2026-09-11T17:06:49.293941+04:00,85.0
1883,3793,14961774537000,9992.0,1.00,52294.746,53017.201,1789132009307.827,2026-09-11T17:06:49.307827+04:00,84.8
1884,3797,14961830113000,9992.0,1.00,52350.322,53072.777,1789132009363.403,2026-09-11T17:06:49.363403+04:00,84.1
1885,3798,14961844020000,9992.0,1.00,52364.229,53086.684,1789132009377.310,2026-09-11T17:06:49.377310+04:00,83.9
1886,3799,14961857901000,9992.0,1.00,52378.110,53100.565,1789132009391.191,2026-09-11T17:06:49.391191+04:00,83.8
1887,3803,14961913474000,9992.0,1.00,52433.683,53156.138,1789132009446.764,2026-09-11T17:06:49.446764+04:00,83.1
1888,3804,14961927366000,9992.0,1.00,52447.575,53170.030,1789132009460.656,2026-09-11T17:06:49.460656+04:00,82.9
1889,3805,14961941260000,9992.0,1.00,52461.469,53183.924,1789132009474.550,2026-09-11T17:06:49.474550+04:00,82.7
1890,3809,14961996833000,9992.0,1.00,52517.042,53239.497,1789132009530.123,2026-09-11T17:06:49.530123+04:00,82.6
1891,3810,14962010727000,9992.0,1.00,52530.936,53253.391,1789132009544.017,2026-09-11T17:06:49.544017+04:00,82.5
1892,3811,14962024619000,9992.0,1.00,52544.828,53267.283,1789132009557.909,2026-09-11T17:06:49.557909+04:00,82.4
1893,3815,14962080194000,9992.0,1.00,52600.403,53322.858,1789132009613.484,2026-09-11T17:06:49.613484+04:00,81.9
1894,3816,14962094086000,9992.0,1.00,52614.295,53336.750,1789132009627.376,2026-09-11T17:06:49.627376+04:00,81.8
1895,3817,14962107980000,9992.0,1.00,52628.189,53350.644,1789132009641.270,2026-09-11T17:06:49.641270+04:00,81.7
1896,3821,14962163557000,9992.0,1.00,52683.766,53406.221,1789132009696.847,2026-09-11T17:06:49.696847+04:00,80.9
1897,3822,14962177447000,9992.0,1.00,52697.656,53420.111,1789132009710.737,2026-09-11T17:06:49.710737+04:00,81.0
1898,3823,14962191341000,9992.0,1.00,52711.550,53434.005,1789132009724.631,2026-09-11T17:06:49.724631+04:00,80.9
1899,3827,14962246918000,9992.0,1.00,52767.127,53489.582,1789132009780.208,2026-09-11T17:06:49.780208+04:00,81.3
1900,3828,14962260808000,9992.0,1.00,52781.017,53503.472,1789132009794.098,2026-09-11T17:06:49.794098+04:00,81.3
1901,3829,14962274700000,9992.0,1.00,52794.909,53517.364,1789132009807.990,2026-09-11T17:06:49.807990+04:00,81.4
1902,3833,14962330275000,9992.0,1.00,52850.484,53572.939,1789132009863.565,2026-09-11T17:06:49.863565+04:00,81.6
1903,3834,14962344168000,9992.0,1.00,52864.377,53586.832,1789132009877.458,2026-09-11T17:06:49.877458+04:00,81.6
1904,3835,14962358063000,9992.0,1.00,52878.272,53600.727,1789132009891.353,2026-09-11T17:06:49.891353+04:00,81.6
1905,3839,14962413635000,9992.0,1.00,52933.844,53656.299,1789132009946.925,2026-09-11T17:06:49.946925+04:00,81.5
1906,3840,14962427529000,9992.0,1.00,52947.738,53670.193,1789132009960.819,2026-09-11T17:06:49.960819+04:00,81.5
1907,3841,14962441421000,9992.0,1.00,52961.630,53684.085,1789132009974.711,2026-09-11T17:06:49.974711+04:00,81.6
1908,3845,14962496996000,9992.0,1.00,53017.205,53739.660,1789132010030.286,2026-09-11T17:06:50.030286+04:00,81.4
1909,3846,14962510888000,9992.0,1.00,53031.097,53753.552,1789132010044.178,2026-09-11T17:06:50.044178+04:00,81.4
1910,3847,14962524782000,9992.0,1.00,53044.991,53767.446,1789132010058.072,2026-09-11T17:06:50.058072+04:00,81.4
1911,3851,14962580356000,9992.0,1.00,53100.565,53823.020,1789132010113.646,2026-09-11T17:06:50.113646+04:00,81.2
1912,3852,14962594248000,9992.0,1.00,53114.457,53836.912,1789132010127.538,2026-09-11T17:06:50.127538+04:00,81.2
1913,3853,14962608143000,9992.0,1.00,53128.352,53850.807,1789132010141.433,2026-09-11T17:06:50.141433+04:00,81.1
1914,3857,14962663720000,9992.0,1.00,53183.929,53906.384,1789132010197.010,2026-09-11T17:06:50.197010+04:00,81.0
1915,3858,14962677609000,9992.0,1.00,53197.818,53920.273,1789132010210.899,2026-09-11T17:06:50.210899+04:00,81.0
1916,3859,14962691507000,9992.0,1.00,53211.716,53934.171,1789132010224.797,2026-09-11T17:06:50.224797+04:00,81.0
1917,3863,14962747079000,9992.0,1.00,53267.288,53989.743,1789132010280.369,2026-09-11T17:06:50.280369+04:00,80.6
1918,3864,14962760970000,9992.0,1.00,53281.179,54003.634,1789132010294.260,2026-09-11T17:06:50.294260+04:00,80.5
1919,3865,14962774863000,9992.0,1.00,53295.072,54017.527,1789132010308.153,2026-09-11T17:06:50.308153+04:00,80.5
1920,3869,14962830441000,9992.0,1.00,53350.650,54073.105,1789132010363.731,2026-09-11T17:06:50.363731+04:00,80.8
1921,3870,14962844330000,9992.0,1.00,53364.539,54086.994,1789132010377.620,2026-09-11T17:06:50.377620+04:00,80.9
1922,3871,14962858223000,9992.0,1.00,53378.432,54100.887,1789132010391.513,2026-09-11T17:06:50.391513+04:00,80.9
1923,3875,14962913801000,9992.0,1.00,53434.010,54156.465,1789132010447.091,2026-09-11T17:06:50.447091+04:00,80.9
1924,3876,14962927691000,9992.0,1.00,53447.900,54170.355,1789132010460.981,2026-09-11T17:06:50.460981+04:00,80.9
1925,3877,14962941585000,9992.0,1.00,53461.794,54184.249,1789132010474.875,2026-09-11T17:06:50.474875+04:00,80.9
1926,3881,14962997158000,9992.0,1.00,53517.367,54239.822,1789132010530.448,2026-09-11T17:06:50.530448+04:00,80.9
1927,3882,14963011056000,9992.0,1.00,53531.265,54253.720,1789132010544.346,2026-09-11T17:06:50.544346+04:00,80.9
1928,3883,14963024944000,9992.0,1.00,53545.153,54267.608,1789132010558.234,2026-09-11T17:06:50.558234+04:00,80.9
1929,3887,14963080519000,9992.0,1.00,53600.728,54323.183,1789132010613.809,2026-09-11T17:06:50.613809+04:00,80.5
1930,3888,14963094411000,9992.0,1.00,53614.620,54337.075,1789132010627.701,2026-09-11T17:06:50.627701+04:00,80.4
1931,3889,14963108306000,9992.0,1.00,53628.515,54350.970,1789132010641.596,2026-09-11T17:06:50.641596+04:00,80.4
1932,3893,14963163883000,9992.0,1.00,53684.092,54406.547,1789132010697.173,2026-09-11T17:06:50.697173+04:00,80.5
1933,3894,14963177772000,9992.0,1.00,53697.981,54420.436,1789132010711.062,2026-09-11T17:06:50.711062+04:00,80.6
1934,3895,14963191665000,9992.0,1.00,53711.874,54434.329,1789132010724.955,2026-09-11T17:06:50.724955+04:00,80.6
1935,3899,14963247244000,9992.0,1.00,53767.453,54489.908,1789132010780.534,2026-09-11T17:06:50.780534+04:00,80.7
1936,3900,14963261131000,9992.0,1.00,53781.340,54503.795,1789132010794.421,2026-09-11T17:06:50.794421+04:00,80.7
1937,3901,14963275027000,9992.0,1.00,53795.236,54517.691,1789132010808.317,2026-09-11T17:06:50.808317+04:00,80.7
1938,3905,14963330600000,9992.0,1.00,53850.809,54573.264,1789132010863.890,2026-09-11T17:06:50.863890+04:00,80.6
1939,3906,14963344492000,9992.0,1.00,53864.701,54587.156,1789132010877.782,2026-09-11T17:06:50.877782+04:00,80.6
1940,3907,14963358385000,9992.0,1.00,53878.594,54601.049,1789132010891.675,2026-09-11T17:06:50.891675+04:00,80.5
1941,3911,14963413960000,9992.0,1.00,53934.169,54656.624,1789132010947.250,2026-09-11T17:06:50.947250+04:00,80.4
1942,3912,14963427853000,9992.0,1.00,53948.062,54670.517,1789132010961.143,2026-09-11T17:06:50.961143+04:00,80.4
1943,3913,14963441746000,9992.0,1.00,53961.955,54684.410,1789132010975.036,2026-09-11T17:06:50.975036+04:00,80.3
1944,3917,14963497322000,9992.0,1.00,54017.531,54739.986,1789132011030.612,2026-09-11T17:06:51.030612+04:00,80.0
1945,3918,14963511217000,9992.0,1.00,54031.426,54753.881,1789132011044.507,2026-09-11T17:06:51.044507+04:00,79.9
1946,3919,14963525107000,9992.0,1.00,54045.316,54767.771,1789132011058.397,2026-09-11T17:06:51.058397+04:00,79.8
1947,3923,14963580681000,9992.0,1.00,54100.890,54823.345,1789132011113.971,2026-09-11T17:06:51.113971+04:00,79.8
1948,3924,14963594574000,9992.0,1.00,54114.783,54837.238,1789132011127.864,2026-09-11T17:06:51.127864+04:00,79.8
1949,3925,14963608467000,9992.0,1.00,54128.676,54851.131,1789132011141.757,2026-09-11T17:06:51.141757+04:00,79.8
1950,3929,14963664041000,9992.0,1.00,54184.250,54906.705,1789132011197.331,2026-09-11T17:06:51.197331+04:00,80.0
1951,3930,14963677934000,9992.0,1.00,54198.143,54920.598,1789132011211.224,2026-09-11T17:06:51.211224+04:00,80.1
1952,3931,14963691830000,9992.0,1.00,54212.039,54934.494,1789132011225.120,2026-09-11T17:06:51.225120+04:00,80.1
1953,3935,14963747404000,9992.0,1.00,54267.613,54990.068,1789132011280.694,2026-09-11T17:06:51.280694+04:00,80.1
1954,3936,14963761294000,9992.0,1.00,54281.503,55003.958,1789132011294.584,2026-09-11T17:06:51.294584+04:00,80.1
1955,3937,14963775188000,9992.0,1.00,54295.397,55017.852,1789132011308.478,2026-09-11T17:06:51.308478+04:00,80.1
1956,3941,14963830763000,9992.0,1.00,54350.972,55073.427,1789132011364.053,2026-09-11T17:06:51.364053+04:00,80.1
1957,3942,14963844656000,9992.0,1.00,54364.865,55087.320,1789132011377.946,2026-09-11T17:06:51.377946+04:00,80.1
1958,3943,14963858548000,9992.0,1.00,54378.757,55101.212,1789132011391.838,2026-09-11T17:06:51.391838+04:00,80.1
1959,3947,14963914124000,9992.0,1.00,54434.333,55156.788,1789132011447.414,2026-09-11T17:06:51.447414+04:00,80.1
1960,3948,14963928018000,9992.0,1.00,54448.227,55170.682,1789132011461.308,2026-09-11T17:06:51.461308+04:00,80.1
1961,3949,14963941909000,9992.0,1.00,54462.118,55184.573,1789132011475.199,2026-09-11T17:06:51.475199+04:00,80.1
1962,3953,14963997483000,9992.0,1.00,54517.692,55240.147,1789132011530.773,2026-09-11T17:06:51.530773+04:00,80.2
1963,3954,14964011376000,9992.0,1.00,54531.585,55254.040,1789132011544.666,2026-09-11T17:06:51.544666+04:00,80.2
1964,3955,14964025268000,9992.0,1.00,54545.477,55267.932,1789132011558.558,2026-09-11T17:06:51.558558+04:00,80.2
1965,3959,14964080843000,9992.0,1.00,54601.052,55323.507,1789132011614.133,2026-09-11T17:06:51.614133+04:00,80.1
1966,3960,14964094736000,9992.0,1.00,54614.945,55337.400,1789132011628.026,2026-09-11T17:06:51.628026+04:00,80.1
1967,3961,14964108630000,9992.0,1.00,54628.839,55351.294,1789132011641.920,2026-09-11T17:06:51.641920+04:00,80.1
1968,3965,14964164204000,9992.0,1.00,54684.413,55406.868,1789132011697.494,2026-09-11T17:06:51.697494+04:00,80.1
1969,3966,14964178095000,9992.0,1.00,54698.304,55420.759,1789132011711.385,2026-09-11T17:06:51.711385+04:00,80.1
1970,3967,14964191989000,9992.0,1.00,54712.198,55434.653,1789132011725.279,2026-09-11T17:06:51.725279+04:00,80.1
1971,3971,14964247567000,9992.0,1.00,54767.776,55490.231,1789132011780.857,2026-09-11T17:06:51.780857+04:00,80.1
1972,3972,14964261456000,9992.0,1.00,54781.665,55504.120,1789132011794.746,2026-09-11T17:06:51.794746+04:00,80.1
1973,3973,14964275350000,9992.0,1.00,54795.559,55518.014,1789132011808.640,2026-09-11T17:06:51.808640+04:00,80.1
1974,3977,14964330924000,9992.0,1.00,54851.133,55573.588,1789132011864.214,2026-09-11T17:06:51.864214+04:00,80.2
1975,3978,14964344817000,9992.0,1.00,54865.026,55587.481,1789132011878.107,2026-09-11T17:06:51.878107+04:00,80.2
1976,3979,14964358710000,9992.0,1.00,54878.919,55601.374,1789132011892.000,2026-09-11T17:06:51.892000+04:00,80.2
1977,3983,14964414286000,9992.0,1.00,54934.495,55656.950,1789132011947.576,2026-09-11T17:06:51.947576+04:00,80.1
1978,3984,14964428179000,9992.0,1.00,54948.388,55670.843,1789132011961.469,2026-09-11T17:06:51.961469+04:00,80.1
1979,3985,14964442073000,9992.0,1.00,54962.282,55684.737,1789132011975.363,2026-09-11T17:06:51.975363+04:00,80.1
1980,3989,14964497645000,9992.0,1.00,55017.854,55740.309,1789132012030.935,2026-09-11T17:06:52.030935+04:00,80.1
1981,3990,14964511540000,9992.0,1.00,55031.749,55754.204,1789132012044.830,2026-09-11T17:06:52.044830+04:00,80.1
1982,3991,14964525432000,9992.0,1.00,55045.641,55768.096,1789132012058.722,2026-09-11T17:06:52.058722+04:00,80.0
1983,3995,14964581006000,9992.0,1.00,55101.215,55823.670,1789132012114.296,2026-09-11T17:06:52.114296+04:00,80.1
1984,3996,14964594899000,9992.0,1.00,55115.108,55837.563,1789132012128.189,2026-09-11T17:06:52.128189+04:00,80.1
1985,3997,14964608791000,9992.0,1.00,55129.000,55851.455,1789132012142.081,2026-09-11T17:06:52.142081+04:00,80.1
1986,4001,14964664367000,9992.0,1.00,55184.576,55907.031,1789132012197.657,2026-09-11T17:06:52.197657+04:00,80.1
1987,4002,14964678262000,9992.0,1.00,55198.471,55920.926,1789132012211.552,2026-09-11T17:06:52.211552+04:00,80.1
1988,4003,14964692153000,9992.0,1.00,55212.362,55934.817,1789132012225.443,2026-09-11T17:06:52.225443+04:00,80.1
1989,4007,14964747728000,9992.0,1.00,55267.937,55990.392,1789132012281.018,2026-09-11T17:06:52.281018+04:00,80.1
1990,4008,14964761620000,9992.0,1.00,55281.829,56004.284,1789132012294.910,2026-09-11T17:06:52.294910+04:00,80.1
1991,4009,14964775513000,9992.0,1.00,55295.722,56018.177,1789132012308.803,2026-09-11T17:06:52.308803+04:00,80.2
1992,4013,14964831091000,9992.0,1.00,55351.300,56073.755,1789132012364.381,2026-09-11T17:06:52.364381+04:00,80.2
1993,4014,14964844981000,9992.0,1.00,55365.190,56087.645,1789132012378.271,2026-09-11T17:06:52.378271+04:00,80.2
1994,4015,14964858873000,9992.0,1.00,55379.082,56101.537,1789132012392.163,2026-09-11T17:06:52.392163+04:00,80.2
1995,4019,14964914448000,9992.0,1.00,55434.657,56157.112,1789132012447.738,2026-09-11T17:06:52.447738+04:00,80.3
1996,4020,14964928342000,9992.0,1.00,55448.551,56171.006,1789132012461.632,2026-09-11T17:06:52.461632+04:00,80.4
1997,4021,14964942235000,9992.0,1.00,55462.444,56184.899,1789132012475.525,2026-09-11T17:06:52.475525+04:00,80.4
1998,4025,14964997809000,9992.0,1.00,55518.018,56240.473,1789132012531.099,2026-09-11T17:06:52.531099+04:00,80.5
1999,4026,14965011700000,9992.0,1.00,55531.909,56254.364,1789132012544.990,2026-09-11T17:06:52.544990+04:00,80.6
2000,4027,14965025594000,9992.0,1.00,55545.803,56268.258,1789132012558.884,2026-09-11T17:06:52.558884+04:00,80.6
2001,4031,14965081169000,9992.0,1.00,55601.378,56323.833,1789132012614.459,2026-09-11T17:06:52.614459+04:00,80.7
2002,4032,14965095061000,9992.0,1.00,55615.270,56337.725,1789132012628.351,2026-09-11T17:06:52.628351+04:00,80.7
2003,4033,14965108955000,9992.0,1.00,55629.164,56351.619,1789132012642.245,2026-09-11T17:06:52.642245+04:00,80.7
2004,4037,14965164529000,9992.0,1.00,55684.738,56407.193,1789132012697.819,2026-09-11T17:06:52.697819+04:00,80.7
2005,4038,14965178422000,9992.0,1.00,55698.631,56421.086,1789132012711.712,2026-09-11T17:06:52.711712+04:00,80.7
2006,4039,14965192316000,9992.0,1.00,55712.525,56434.980,1789132012725.606,2026-09-11T17:06:52.725606+04:00,80.7
2007,4043,14965247893000,9992.0,1.00,55768.102,56490.557,1789132012781.183,2026-09-11T17:06:52.781183+04:00,80.7
2008,4044,14965261786000,9992.0,1.00,55781.995,56504.450,1789132012795.076,2026-09-11T17:06:52.795076+04:00,80.7
2009,4045,14965275676000,9992.0,1.00,55795.885,56518.340,1789132012808.966,2026-09-11T17:06:52.808966+04:00,80.7
2010,4049,14965331253000,9992.0,1.00,55851.462,56573.917,1789132012864.543,2026-09-11T17:06:52.864543+04:00,80.7
2011,4050,14965345143000,9992.0,1.00,55865.352,56587.807,1789132012878.433,2026-09-11T17:06:52.878433+04:00,80.7
2012,4051,14965359036000,9992.0,1.00,55879.245,56601.700,1789132012892.326,2026-09-11T17:06:52.892326+04:00,80.7
2013,4055,14965414613000,9992.0,1.00,55934.822,56657.277,1789132012947.903,2026-09-11T17:06:52.947903+04:00,80.7
2014,4056,14965428504000,9992.0,1.00,55948.713,56671.168,1789132012961.794,2026-09-11T17:06:52.961794+04:00,80.7
2015,4057,14965442397000,9992.0,1.00,55962.606,56685.061,1789132012975.687,2026-09-11T17:06:52.975687+04:00,80.7
2016,4061,14965497970000,9992.0,1.00,56018.179,56740.634,1789132013031.260,2026-09-11T17:06:53.031260+04:00,80.7
2017,4062,14965511862000,9992.0,1.00,56032.071,56754.526,1789132013045.152,2026-09-11T17:06:53.045152+04:00,80.7
2018,4063,14965525757000,9992.0,1.00,56045.966,56768.421,1789132013059.047,2026-09-11T17:06:53.059047+04:00,80.7
2019,4067,14965581330000,9992.0,1.00,56101.539,56823.994,1789132013114.620,2026-09-11T17:06:53.114620+04:00,80.7
2020,4068,14965595224000,9992.0,1.00,56115.433,56837.888,1789132013128.514,2026-09-11T17:06:53.128514+04:00,80.6
2021,4069,14965609117000,9992.0,1.00,56129.326,56851.781,1789132013142.407,2026-09-11T17:06:53.142407+04:00,80.6
2022,4073,14965664692000,9992.0,1.00,56184.901,56907.356,1789132013197.982,2026-09-11T17:06:53.197982+04:00,80.5
2023,4074,14965678584000,9992.0,1.00,56198.793,56921.248,1789132013211.874,2026-09-11T17:06:53.211874+04:00,80.4
2024,4075,14965692478000,9992.0,1.00,56212.687,56935.142,1789132013225.768,2026-09-11T17:06:53.225768+04:00,80.4
2025,4079,14965748056000,9992.0,1.00,56268.265,56990.720,1789132013281.346,2026-09-11T17:06:53.281346+04:00,80.2
2026,4080,14965761945000,9992.0,1.00,56282.154,57004.609,1789132013295.235,2026-09-11T17:06:53.295235+04:00,80.2
2027,4081,14965775841000,9992.0,1.00,56296.050,57018.505,1789132013309.131,2026-09-11T17:06:53.309131+04:00,80.2
2028,4085,14965831416000,9992.0,1.00,56351.625,57074.080,1789132013364.706,2026-09-11T17:06:53.364706+04:00,80.1
2029,4086,14965845304000,9992.0,1.00,56365.513,57087.968,1789132013378.594,2026-09-11T17:06:53.378594+04:00,80.0
2030,4087,14965859198000,9992.0,1.00,56379.407,57101.862,1789132013392.488,2026-09-11T17:06:53.392488+04:00,80.0
2031,4091,14965914779000,9992.0,1.00,56434.988,57157.443,1789132013448.069,2026-09-11T17:06:53.448069+04:00,80.0
2032,4092,14965928667000,9992.0,1.00,56448.876,57171.331,1789132013461.957,2026-09-11T17:06:53.461957+04:00,80.0
2033,4093,14965942559000,9992.0,1.00,56462.768,57185.223,1789132013475.849,2026-09-11T17:06:53.475849+04:00,80.0
2034,4097,14965998134000,9992.0,1.00,56518.343,57240.798,1789132013531.424,2026-09-11T17:06:53.531424+04:00,80.0
2035,4098,14966012027000,9992.0,1.00,56532.236,57254.691,1789132013545.317,2026-09-11T17:06:53.545317+04:00,80.0
2036,4099,14966025919000,9992.0,1.00,56546.128,57268.583,1789132013559.209,2026-09-11T17:06:53.559209+04:00,80.0
2037,4103,14966081494000,9992.0,1.00,56601.703,57324.158,1789132013614.784,2026-09-11T17:06:53.614784+04:00,80.0
2038,4104,14966095387000,9992.0,1.00,56615.596,57338.051,1789132013628.677,2026-09-11T17:06:53.628677+04:00,80.0
2039,4105,14966109280000,9992.0,1.00,56629.489,57351.944,1789132013642.570,2026-09-11T17:06:53.642570+04:00,80.0
2040,4109,14966164855000,9992.0,1.00,56685.064,57407.519,1789132013698.145,2026-09-11T17:06:53.698145+04:00,80.0
2041,4110,14966178748000,9992.0,1.00,56698.957,57421.412,1789132013712.038,2026-09-11T17:06:53.712038+04:00,80.0
2042,4111,14966192641000,9992.0,1.00,56712.850,57435.305,1789132013725.931,2026-09-11T17:06:53.725931+04:00,80.0
2043,4115,14966248214000,9992.0,1.00,56768.423,57490.878,1789132013781.504,2026-09-11T17:06:53.781504+04:00,80.0
2044,4116,14966262108000,9992.0,1.00,56782.317,57504.772,1789132013795.398,2026-09-11T17:06:53.795398+04:00,80.0
2045,4117,14966276000000,9992.0,1.00,56796.209,57518.664,1789132013809.290,2026-09-11T17:06:53.809290+04:00,80.0
2046,4121,14966331578000,9992.0,1.00,56851.787,57574.242,1789132013864.868,2026-09-11T17:06:53.864868+04:00,80.0
2047,4122,14966345468000,9992.0,1.00,56865.677,57588.132,1789132013878.758,2026-09-11T17:06:53.878758+04:00,80.0
2048,4123,14966359362000,9992.0,1.00,56879.571,57602.026,1789132013892.652,2026-09-11T17:06:53.892652+04:00,80.0
2049,4127,14966414938000,9992.0,1.00,56935.147,57657.602,1789132013948.228,2026-09-11T17:06:53.948228+04:00,80.0
2050,4128,14966428828000,9992.0,1.00,56949.037,57671.492,1789132013962.118,2026-09-11T17:06:53.962118+04:00,80.0
2051,4129,14966442722000,9992.0,1.00,56962.931,57685.386,1789132013976.012,2026-09-11T17:06:53.976012+04:00,80.0
2052,4133,14966498296000,9992.0,1.00,57018.505,57740.960,1789132014031.586,2026-09-11T17:06:54.031586+04:00,80.0
2053,4134,14966512190000,9992.0,1.00,57032.399,57754.854,1789132014045.480,2026-09-11T17:06:54.045480+04:00,80.0
2054,4135,14966526082000,9992.0,1.00,57046.291,57768.746,1789132014059.372,2026-09-11T17:06:54.059372+04:00,80.0
2055,4139,14966581657000,9992.0,1.00,57101.866,57824.321,1789132014114.947,2026-09-11T17:06:54.114947+04:00,80.0
2056,4140,14966595551000,9992.0,1.00,57115.760,57838.215,1789132014128.841,2026-09-11T17:06:54.128841+04:00,80.0
2057,4141,14966609443000,9992.0,1.00,57129.652,57852.107,1789132014142.733,2026-09-11T17:06:54.142733+04:00,80.0
2058,4145,14966665017000,9992.0,1.00,57185.226,57907.681,1789132014198.307,2026-09-11T17:06:54.198307+04:00,80.1
2059,4146,14966678909000,9992.0,1.00,57199.118,57921.573,1789132014212.199,2026-09-11T17:06:54.212199+04:00,80.1
2060,4147,14966692802000,9992.0,1.00,57213.011,57935.466,1789132014226.092,2026-09-11T17:06:54.226092+04:00,80.1
2061,4151,14966748377000,9992.0,1.00,57268.586,57991.041,1789132014281.667,2026-09-11T17:06:54.281667+04:00,80.1
2062,4152,14966762271000,9992.0,1.00,57282.480,58004.935,1789132014295.561,2026-09-11T17:06:54.295561+04:00,80.1
2063,4153,14966776164000,9992.0,1.00,57296.373,58018.828,1789132014309.454,2026-09-11T17:06:54.309454+04:00,80.1
2064,4157,14966831741000,9992.0,1.00,57351.950,58074.405,1789132014365.031,2026-09-11T17:06:54.365031+04:00,80.1
2065,4158,14966845629000,9992.0,1.00,57365.838,58088.293,1789132014378.919,2026-09-11T17:06:54.378919+04:00,80.1
2066,4159,14966859524000,9992.0,1.00,57379.733,58102.188,1789132014392.814,2026-09-11T17:06:54.392814+04:00,80.0
2067,4163,14966915102000,9992.0,1.00,57435.311,58157.766,1789132014448.392,2026-09-11T17:06:54.448392+04:00,80.0
2068,4164,14966928990000,9992.0,1.00,57449.199,58171.654,1789132014462.280,2026-09-11T17:06:54.462280+04:00,80.0
