sensor_frame_index,sensor_timestamp,actual_exposure_us,requested_exposure_us,analogue_gain,stream,output_frame_index,pts_ms,elapsed_ms,frame_unix_ms,recording_start_iso8601,frame_time_iso8601,mean_luma
445,14915259442000,9992.0,10000,1.00,A,209,6502.106,6502.106,1789131962792.732,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:02.792732+04:00,83.0
446,14915273335000,994.0,1000,1.00,B,207,6515.999,6515.999,1789131962806.625,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:02.806625+04:00,15.6
447,14915287227000,994.0,1000,1.00,B,208,6529.891,6529.891,1789131962820.517,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:02.820517+04:00,15.6
448,14915301123000,994.0,1000,1.00,B,209,6543.787,6543.787,1789131962834.413,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:02.834413+04:00,15.6
449,14915315019000,9992.0,10000,1.00,A,210,6557.683,6557.683,1789131962848.309,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:02.848309+04:00,83.1
450,14915328907000,9992.0,10000,1.00,A,211,6571.571,6571.571,1789131962862.197,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:02.862197+04:00,83.1
451,14915342800000,9992.0,10000,1.00,A,212,6585.464,6585.464,1789131962876.090,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:02.876090+04:00,83.1
452,14915356694000,994.0,1000,1.00,B,210,6599.358,6599.358,1789131962889.984,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:02.889984+04:00,15.7
453,14915370587000,994.0,1000,1.00,B,211,6613.251,6613.251,1789131962903.877,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:02.903877+04:00,15.7
454,14915384482000,994.0,1000,1.00,B,212,6627.146,6627.146,1789131962917.772,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:02.917772+04:00,15.7
455,14915398382000,9992.0,10000,1.00,A,213,6641.046,6641.046,1789131962931.672,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:02.931672+04:00,83.2
456,14915412268000,9992.0,10000,1.00,A,214,6654.932,6654.932,1789131962945.558,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:02.945558+04:00,83.2
457,14915426161000,9992.0,10000,1.00,A,215,6668.825,6668.825,1789131962959.451,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:02.959451+04:00,83.2
458,14915440059000,994.0,1000,1.00,B,213,6682.723,6682.723,1789131962973.349,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:02.973349+04:00,15.7
459,14915453948000,994.0,1000,1.00,B,214,6696.612,6696.612,1789131962987.238,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:02.987238+04:00,15.7
460,14915467841000,994.0,1000,1.00,B,215,6710.505,6710.505,1789131963001.131,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:03.001131+04:00,15.7
461,14915481736000,9992.0,10000,1.00,A,216,6724.400,6724.400,1789131963015.026,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:03.015026+04:00,83.3
462,14915495630000,9992.0,10000,1.00,A,217,6738.294,6738.294,1789131963028.920,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:03.028920+04:00,83.4
463,14915509521000,9992.0,10000,1.00,A,218,6752.185,6752.185,1789131963042.811,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:03.042811+04:00,83.4
464,14915523418000,994.0,1000,1.00,B,216,6766.082,6766.082,1789131963056.708,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:03.056708+04:00,15.7
465,14915537308000,994.0,1000,1.00,B,217,6779.972,6779.972,1789131963070.598,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:03.070598+04:00,15.7
466,14915551200000,994.0,1000,1.00,B,218,6793.864,6793.864,1789131963084.490,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:03.084490+04:00,15.7
467,14915565095000,9992.0,10000,1.00,A,219,6807.759,6807.759,1789131963098.385,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:03.098385+04:00,83.4
468,14915578988000,9992.0,10000,1.00,A,220,6821.652,6821.652,1789131963112.278,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:03.112278+04:00,83.4
469,14915592881000,9992.0,10000,1.00,A,221,6835.545,6835.545,1789131963126.171,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:03.126171+04:00,83.5
470,14915606776000,994.0,1000,1.00,B,219,6849.440,6849.440,1789131963140.066,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:03.140066+04:00,15.7
471,14915620668000,994.0,1000,1.00,B,220,6863.332,6863.332,1789131963153.958,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:03.153958+04:00,15.7
472,14915634562000,994.0,1000,1.00,B,221,6877.226,6877.226,1789131963167.852,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:03.167852+04:00,15.7
473,14915648456000,9992.0,10000,1.00,A,222,6891.120,6891.120,1789131963181.746,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:03.181746+04:00,83.6
474,14915662349000,9992.0,10000,1.00,A,223,6905.013,6905.013,1789131963195.639,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:03.195639+04:00,83.6
475,14915676242000,9992.0,10000,1.00,A,224,6918.906,6918.906,1789131963209.532,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:03.209532+04:00,83.6
476,14915690136000,994.0,1000,1.00,B,222,6932.800,6932.800,1789131963223.426,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:03.223426+04:00,15.8
477,14915704030000,994.0,1000,1.00,B,223,6946.694,6946.694,1789131963237.320,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:03.237320+04:00,15.8
478,14915717922000,994.0,1000,1.00,B,224,6960.586,6960.586,1789131963251.212,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:03.251212+04:00,15.8
479,14915731818000,9992.0,10000,1.00,A,225,6974.482,6974.482,1789131963265.108,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:03.265108+04:00,83.7
480,14915745708000,9992.0,10000,1.00,A,226,6988.372,6988.372,1789131963278.998,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:03.278998+04:00,83.7
481,14915759602000,9992.0,10000,1.00,A,227,7002.266,7002.266,1789131963292.892,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:03.292892+04:00,83.7
482,14915773497000,994.0,1000,1.00,B,225,7016.161,7016.161,1789131963306.787,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:03.306787+04:00,15.8
483,14915787389000,994.0,1000,1.00,B,226,7030.053,7030.053,1789131963320.679,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:03.320679+04:00,15.8
484,14915801284000,994.0,1000,1.00,B,227,7043.948,7043.948,1789131963334.574,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:03.334574+04:00,15.8
485,14915815178000,9992.0,10000,1.00,A,228,7057.842,7057.842,1789131963348.468,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:03.348468+04:00,83.8
486,14915829070000,9992.0,10000,1.00,A,229,7071.734,7071.734,1789131963362.360,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:03.362360+04:00,83.8
487,14915842962000,9992.0,10000,1.00,A,230,7085.626,7085.626,1789131963376.252,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:03.376252+04:00,83.8
488,14915856856000,994.0,1000,1.00,B,228,7099.520,7099.520,1789131963390.146,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:03.390146+04:00,15.8
489,14915870750000,994.0,1000,1.00,B,229,7113.414,7113.414,1789131963404.040,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:03.404040+04:00,15.8
490,14915884643000,994.0,1000,1.00,B,230,7127.307,7127.307,1789131963417.933,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:03.417933+04:00,15.8
491,14915898538000,9992.0,10000,1.00,A,231,7141.202,7141.202,1789131963431.828,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:03.431828+04:00,83.7
492,14915912429000,9992.0,10000,1.00,A,232,7155.093,7155.093,1789131963445.719,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:03.445719+04:00,83.7
493,14915926323000,9992.0,10000,1.00,A,233,7168.987,7168.987,1789131963459.613,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:03.459613+04:00,83.7
494,14915940216000,994.0,1000,1.00,B,231,7182.880,7182.880,1789131963473.506,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:03.473506+04:00,15.8
495,14915954110000,994.0,1000,1.00,B,232,7196.774,7196.774,1789131963487.400,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:03.487400+04:00,15.8
496,14915968020000,994.0,1000,1.00,B,233,7210.684,7210.684,1789131963501.310,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:03.501310+04:00,15.8
497,14915981897000,9992.0,10000,1.00,A,234,7224.561,7224.561,1789131963515.187,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:03.515187+04:00,83.5
498,14915995794000,9992.0,10000,1.00,A,235,7238.458,7238.458,1789131963529.084,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:03.529084+04:00,83.5
499,14916009684000,9992.0,10000,1.00,A,236,7252.348,7252.348,1789131963542.974,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:03.542974+04:00,83.5
500,14916023581000,994.0,1000,1.00,B,234,7266.245,7266.245,1789131963556.871,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:03.556871+04:00,15.8
501,14916037470000,994.0,1000,1.00,B,235,7280.134,7280.134,1789131963570.760,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:03.570760+04:00,15.8
502,14916051364000,994.0,1000,1.00,B,236,7294.028,7294.028,1789131963584.654,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:03.584654+04:00,15.8
503,14916065258000,9992.0,10000,1.00,A,237,7307.922,7307.922,1789131963598.548,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:03.598548+04:00,83.4
504,14916079150000,9992.0,10000,1.00,A,238,7321.814,7321.814,1789131963612.440,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:03.612440+04:00,83.4
505,14916093043000,9992.0,10000,1.00,A,239,7335.707,7335.707,1789131963626.333,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:03.626333+04:00,83.4
506,14916106939000,994.0,1000,1.00,B,237,7349.603,7349.603,1789131963640.229,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:03.640229+04:00,15.8
507,14916120830000,994.0,1000,1.00,B,238,7363.494,7363.494,1789131963654.120,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:03.654120+04:00,15.8
508,14916134724000,994.0,1000,1.00,B,239,7377.388,7377.388,1789131963668.014,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:03.668014+04:00,15.8
509,14916148618000,9992.0,10000,1.00,A,240,7391.282,7391.282,1789131963681.908,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:03.681908+04:00,83.3
510,14916162510000,9992.0,10000,1.00,A,241,7405.174,7405.174,1789131963695.800,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:03.695800+04:00,83.2
511,14916176403000,9992.0,10000,1.00,A,242,7419.067,7419.067,1789131963709.693,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:03.709693+04:00,83.1
512,14916190300000,994.0,1000,1.00,B,240,7432.964,7432.964,1789131963723.590,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:03.723590+04:00,15.7
513,14916204192000,994.0,1000,1.00,B,241,7446.856,7446.856,1789131963737.482,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:03.737482+04:00,15.7
514,14916218085000,994.0,1000,1.00,B,242,7460.749,7460.749,1789131963751.375,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:03.751375+04:00,15.7
515,14916231982000,9992.0,10000,1.00,A,243,7474.646,7474.646,1789131963765.272,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:03.765272+04:00,82.9
516,14916245871000,9992.0,10000,1.00,A,244,7488.535,7488.535,1789131963779.161,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:03.779161+04:00,82.9
517,14916259765000,9992.0,10000,1.00,A,245,7502.429,7502.429,1789131963793.055,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:03.793055+04:00,83.0
518,14916273659000,994.0,1000,1.00,B,243,7516.323,7516.323,1789131963806.949,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:03.806949+04:00,15.9
519,14916287552000,994.0,1000,1.00,B,244,7530.216,7530.216,1789131963820.842,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:03.820842+04:00,15.9
520,14916301445000,994.0,1000,1.00,B,245,7544.109,7544.109,1789131963834.735,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:03.834735+04:00,16.0
521,14916315343000,9992.0,10000,1.00,A,246,7558.007,7558.007,1789131963848.633,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:03.848633+04:00,83.8
522,14916329232000,9992.0,10000,1.00,A,247,7571.896,7571.896,1789131963862.522,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:03.862522+04:00,83.8
523,14916343125000,9992.0,10000,1.00,A,248,7585.789,7585.789,1789131963876.415,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:03.876415+04:00,83.8
524,14916357020000,994.0,1000,1.00,B,246,7599.684,7599.684,1789131963890.310,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:03.890310+04:00,16.0
525,14916370911000,994.0,1000,1.00,B,247,7613.575,7613.575,1789131963904.201,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:03.904201+04:00,16.0
526,14916384805000,994.0,1000,1.00,B,248,7627.469,7627.469,1789131963918.095,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:03.918095+04:00,16.0
527,14916398703000,9992.0,10000,1.00,A,249,7641.367,7641.367,1789131963931.993,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:03.931993+04:00,83.9
528,14916412593000,9992.0,10000,1.00,A,250,7655.257,7655.257,1789131963945.883,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:03.945883+04:00,83.9
529,14916426487000,9992.0,10000,1.00,A,251,7669.151,7669.151,1789131963959.777,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:03.959777+04:00,83.9
530,14916440379000,994.0,1000,1.00,B,249,7683.043,7683.043,1789131963973.669,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:03.973669+04:00,16.0
531,14916454273000,994.0,1000,1.00,B,250,7696.937,7696.937,1789131963987.563,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:03.987563+04:00,16.0
532,14916468167000,994.0,1000,1.00,B,251,7710.831,7710.831,1789131964001.457,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:04.001457+04:00,16.0
533,14916482062000,9992.0,10000,1.00,A,252,7724.726,7724.726,1789131964015.352,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:04.015352+04:00,84.0
534,14916495953000,9992.0,10000,1.00,A,253,7738.617,7738.617,1789131964029.243,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:04.029243+04:00,84.0
535,14916509847000,9992.0,10000,1.00,A,254,7752.511,7752.511,1789131964043.137,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:04.043137+04:00,84.0
536,14916523743000,994.0,1000,1.00,B,252,7766.407,7766.407,1789131964057.033,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:04.057033+04:00,16.0
537,14916537632000,994.0,1000,1.00,B,253,7780.296,7780.296,1789131964070.922,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:04.070922+04:00,16.0
538,14916551527000,994.0,1000,1.00,B,254,7794.191,7794.191,1789131964084.817,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:04.084817+04:00,16.0
539,14916565419000,9992.0,10000,1.00,A,255,7808.083,7808.083,1789131964098.709,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:04.098709+04:00,84.2
540,14916579313000,9992.0,10000,1.00,A,256,7821.977,7821.977,1789131964112.603,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:04.112603+04:00,84.2
541,14916593206000,9992.0,10000,1.00,A,257,7835.870,7835.870,1789131964126.496,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:04.126496+04:00,84.2
542,14916607104000,994.0,1000,1.00,B,255,7849.768,7849.768,1789131964140.394,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:04.140394+04:00,16.0
543,14916620994000,994.0,1000,1.00,B,256,7863.658,7863.658,1789131964154.284,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:04.154284+04:00,16.0
544,14916634887000,994.0,1000,1.00,B,257,7877.551,7877.551,1789131964168.177,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:04.168177+04:00,16.0
545,14916648780000,9992.0,10000,1.00,A,258,7891.444,7891.444,1789131964182.070,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:04.182070+04:00,84.4
546,14916662675000,9992.0,10000,1.00,A,259,7905.339,7905.339,1789131964195.965,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:04.195965+04:00,84.5
547,14916676568000,9992.0,10000,1.00,A,260,7919.232,7919.232,1789131964209.858,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:04.209858+04:00,84.5
548,14916690463000,994.0,1000,1.00,B,258,7933.127,7933.127,1789131964223.753,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:04.223753+04:00,16.0
549,14916704354000,994.0,1000,1.00,B,259,7947.018,7947.018,1789131964237.644,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:04.237644+04:00,16.0
550,14916718251000,994.0,1000,1.00,B,260,7960.915,7960.915,1789131964251.541,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:04.251541+04:00,16.0
551,14916732141000,9992.0,10000,1.00,A,261,7974.805,7974.805,1789131964265.431,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:04.265431+04:00,84.6
552,14916746035000,9992.0,10000,1.00,A,262,7988.699,7988.699,1789131964279.325,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:04.279325+04:00,84.6
553,14916759927000,9992.0,10000,1.00,A,263,8002.591,8002.591,1789131964293.217,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:04.293217+04:00,84.6
554,14916773824000,994.0,1000,1.00,B,261,8016.488,8016.488,1789131964307.114,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:04.307114+04:00,16.0
555,14916787713000,994.0,1000,1.00,B,262,8030.377,8030.377,1789131964321.003,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:04.321003+04:00,16.0
556,14916801608000,994.0,1000,1.00,B,263,8044.272,8044.272,1789131964334.898,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:04.334898+04:00,16.0
557,14916815506000,9992.0,10000,1.00,A,264,8058.170,8058.170,1789131964348.796,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:04.348796+04:00,84.6
558,14916829396000,9992.0,10000,1.00,A,265,8072.060,8072.060,1789131964362.686,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:04.362686+04:00,84.6
559,14916843288000,9992.0,10000,1.00,A,266,8085.952,8085.952,1789131964376.578,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:04.376578+04:00,84.6
560,14916857183000,994.0,1000,1.00,B,264,8099.847,8099.847,1789131964390.473,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:04.390473+04:00,16.0
561,14916871075000,994.0,1000,1.00,B,265,8113.739,8113.739,1789131964404.365,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:04.404365+04:00,16.0
562,14916884969000,994.0,1000,1.00,B,266,8127.633,8127.633,1789131964418.259,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:04.418259+04:00,16.0
563,14916898866000,9992.0,10000,1.00,A,267,8141.530,8141.530,1789131964432.156,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:04.432156+04:00,84.6
564,14916912754000,9992.0,10000,1.00,A,268,8155.418,8155.418,1789131964446.044,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:04.446044+04:00,84.6
565,14916926651000,9992.0,10000,1.00,A,269,8169.315,8169.315,1789131964459.941,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:04.459941+04:00,84.6
566,14916940542000,994.0,1000,1.00,B,267,8183.206,8183.206,1789131964473.832,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:04.473832+04:00,16.0
567,14916954435000,994.0,1000,1.00,B,268,8197.099,8197.099,1789131964487.725,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:04.487725+04:00,16.0
568,14916968329000,994.0,1000,1.00,B,269,8210.993,8210.993,1789131964501.619,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:04.501619+04:00,16.0
569,14916982225000,9992.0,10000,1.00,A,270,8224.889,8224.889,1789131964515.515,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:04.515515+04:00,84.6
570,14916996114000,9992.0,10000,1.00,A,271,8238.778,8238.778,1789131964529.404,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:04.529404+04:00,84.6
571,14917010008000,9992.0,10000,1.00,A,272,8252.672,8252.672,1789131964543.298,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:04.543298+04:00,84.6
572,14917023903000,994.0,1000,1.00,B,270,8266.567,8266.567,1789131964557.193,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:04.557193+04:00,16.0
573,14917037796000,994.0,1000,1.00,B,271,8280.460,8280.460,1789131964571.086,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:04.571086+04:00,16.0
574,14917051689000,994.0,1000,1.00,B,272,8294.353,8294.353,1789131964584.979,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:04.584979+04:00,16.0
575,14917065585000,9992.0,10000,1.00,A,273,8308.249,8308.249,1789131964598.875,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:04.598875+04:00,84.6
576,14917079476000,9992.0,10000,1.00,A,274,8322.140,8322.140,1789131964612.766,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:04.612766+04:00,84.6
577,14917093369000,9992.0,10000,1.00,A,275,8336.033,8336.033,1789131964626.659,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:04.626659+04:00,84.6
578,14917107267000,994.0,1000,1.00,B,273,8349.931,8349.931,1789131964640.557,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:04.640557+04:00,16.0
579,14917121156000,994.0,1000,1.00,B,274,8363.820,8363.820,1789131964654.446,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:04.654446+04:00,16.0
580,14917135049000,994.0,1000,1.00,B,275,8377.713,8377.713,1789131964668.339,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:04.668339+04:00,16.0
581,14917148944000,9992.0,10000,1.00,A,276,8391.608,8391.608,1789131964682.234,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:04.682234+04:00,84.6
582,14917162836000,9992.0,10000,1.00,A,277,8405.500,8405.500,1789131964696.126,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:04.696126+04:00,84.6
583,14917176729000,9992.0,10000,1.00,A,278,8419.393,8419.393,1789131964710.019,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:04.710019+04:00,84.7
584,14917190626000,994.0,1000,1.00,B,276,8433.290,8433.290,1789131964723.916,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:04.723916+04:00,16.0
585,14917204515000,994.0,1000,1.00,B,277,8447.179,8447.179,1789131964737.805,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:04.737805+04:00,16.0
586,14917218412000,994.0,1000,1.00,B,278,8461.076,8461.076,1789131964751.702,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:04.751702+04:00,16.0
587,14917232303000,9992.0,10000,1.00,A,279,8474.967,8474.967,1789131964765.593,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:04.765593+04:00,84.7
588,14917246197000,9992.0,10000,1.00,A,280,8488.861,8488.861,1789131964779.487,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:04.779487+04:00,84.7
589,14917260090000,9992.0,10000,1.00,A,281,8502.754,8502.754,1789131964793.380,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:04.793380+04:00,84.7
590,14917273985000,994.0,1000,1.00,B,279,8516.649,8516.649,1789131964807.275,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:04.807275+04:00,16.0
591,14917287877000,994.0,1000,1.00,B,280,8530.541,8530.541,1789131964821.167,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:04.821167+04:00,16.0
592,14917301770000,994.0,1000,1.00,B,281,8544.434,8544.434,1789131964835.060,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:04.835060+04:00,16.0
593,14917315668000,9992.0,10000,1.00,A,282,8558.332,8558.332,1789131964848.958,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:04.848958+04:00,84.7
594,14917329558000,9992.0,10000,1.00,A,283,8572.222,8572.222,1789131964862.848,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:04.862848+04:00,84.7
595,14917343450000,9992.0,10000,1.00,A,284,8586.114,8586.114,1789131964876.740,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:04.876740+04:00,84.7
596,14917357346000,994.0,1000,1.00,B,282,8600.010,8600.010,1789131964890.636,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:04.890636+04:00,16.0
597,14917371238000,994.0,1000,1.00,B,283,8613.902,8613.902,1789131964904.528,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:04.904528+04:00,16.0
598,14917385131000,994.0,1000,1.00,B,284,8627.795,8627.795,1789131964918.421,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:04.918421+04:00,16.0
599,14917399028000,9992.0,10000,1.00,A,285,8641.692,8641.692,1789131964932.318,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:04.932318+04:00,84.7
600,14917412917000,9992.0,10000,1.00,A,286,8655.581,8655.581,1789131964946.207,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:04.946207+04:00,84.7
601,14917426810000,9992.0,10000,1.00,A,287,8669.474,8669.474,1789131964960.100,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:04.960100+04:00,84.7
602,14917440705000,994.0,1000,1.00,B,285,8683.369,8683.369,1789131964973.995,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:04.973995+04:00,16.0
603,14917454597000,994.0,1000,1.00,B,286,8697.261,8697.261,1789131964987.887,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:04.987887+04:00,16.0
604,14917468491000,994.0,1000,1.00,B,287,8711.155,8711.155,1789131965001.781,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:05.001781+04:00,16.0
605,14917482387000,9992.0,10000,1.00,A,288,8725.051,8725.051,1789131965015.677,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:05.015677+04:00,84.7
606,14917496278000,9992.0,10000,1.00,A,289,8738.942,8738.942,1789131965029.568,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:05.029568+04:00,84.7
