sensor_frame_index,sensor_timestamp,actual_exposure_us,requested_exposure_us,analogue_gain,stream,output_frame_index,pts_ms,elapsed_ms,frame_unix_ms,recording_start_iso8601,frame_time_iso8601,mean_luma
3735,14960968722000,994.0,1000,1.00,B,1852,52211.386,52211.386,1789132008502.012,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:48.502012+04:00,15.4
3736,14960982615000,994.0,1000,1.00,B,1853,52225.279,52225.279,1789132008515.905,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:48.515905+04:00,15.4
3737,14960996509000,9992.0,10000,1.00,A,1854,52239.173,52239.173,1789132008529.799,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:48.529799+04:00,81.1
3738,14961010402000,9992.0,10000,1.00,A,1855,52253.066,52253.066,1789132008543.692,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:48.543692+04:00,81.0
3739,14961024296000,9992.0,10000,1.00,A,1856,52266.960,52266.960,1789132008557.586,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:48.557586+04:00,80.9
3740,14961038189000,994.0,1000,1.00,B,1854,52280.853,52280.853,1789132008571.479,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:48.571479+04:00,15.5
3741,14961052083000,994.0,1000,1.00,B,1855,52294.747,52294.747,1789132008585.373,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:48.585373+04:00,15.5
3742,14961065977000,994.0,1000,1.00,B,1856,52308.641,52308.641,1789132008599.267,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:48.599267+04:00,15.5
3743,14961079872000,9992.0,10000,1.00,A,1857,52322.536,52322.536,1789132008613.162,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:48.613162+04:00,80.7
3744,14961093761000,9992.0,10000,1.00,A,1858,52336.425,52336.425,1789132008627.051,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:48.627051+04:00,80.7
3745,14961107655000,9992.0,10000,1.00,A,1859,52350.319,52350.319,1789132008640.945,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:48.640945+04:00,80.7
3746,14961121550000,994.0,1000,1.00,B,1857,52364.214,52364.214,1789132008654.840,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:48.654840+04:00,15.5
3747,14961135442000,994.0,1000,1.00,B,1858,52378.106,52378.106,1789132008668.732,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:48.668732+04:00,15.5
3748,14961149335000,994.0,1000,1.00,B,1859,52391.999,52391.999,1789132008682.625,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:48.682625+04:00,15.5
3749,14961163232000,9992.0,10000,1.00,A,1860,52405.896,52405.896,1789132008696.522,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:48.696522+04:00,80.8
3750,14961177121000,9992.0,10000,1.00,A,1861,52419.785,52419.785,1789132008710.411,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:48.710411+04:00,80.8
3751,14961191017000,9992.0,10000,1.00,A,1862,52433.681,52433.681,1789132008724.307,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:48.724307+04:00,80.8
3752,14961204909000,994.0,1000,1.00,B,1860,52447.573,52447.573,1789132008738.199,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:48.738199+04:00,15.5
3753,14961218802000,994.0,1000,1.00,B,1861,52461.466,52461.466,1789132008752.092,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:48.752092+04:00,15.5
3754,14961232696000,994.0,1000,1.00,B,1862,52475.360,52475.360,1789132008765.986,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:48.765986+04:00,15.5
3755,14961246591000,9992.0,10000,1.00,A,1863,52489.255,52489.255,1789132008779.881,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:48.779881+04:00,80.9
3756,14961260482000,9992.0,10000,1.00,A,1864,52503.146,52503.146,1789132008793.772,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:48.793772+04:00,80.9
3757,14961274377000,9992.0,10000,1.00,A,1865,52517.041,52517.041,1789132008807.667,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:48.807667+04:00,80.9
3758,14961288270000,994.0,1000,1.00,B,1863,52530.934,52530.934,1789132008821.560,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:48.821560+04:00,15.5
3759,14961302162000,994.0,1000,1.00,B,1864,52544.826,52544.826,1789132008835.452,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:48.835452+04:00,15.4
3760,14961316057000,994.0,1000,1.00,B,1865,52558.721,52558.721,1789132008849.347,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:48.849347+04:00,15.4
3761,14961329951000,9992.0,10000,1.00,A,1866,52572.615,52572.615,1789132008863.241,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:48.863241+04:00,80.9
3762,14961343842000,9992.0,10000,1.00,A,1867,52586.506,52586.506,1789132008877.132,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:48.877132+04:00,80.9
3763,14961357736000,9992.0,10000,1.00,A,1868,52600.400,52600.400,1789132008891.026,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:48.891026+04:00,80.9
3764,14961371634000,994.0,1000,1.00,B,1866,52614.298,52614.298,1789132008904.924,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:48.904924+04:00,15.4
3765,14961385522000,994.0,1000,1.00,B,1867,52628.186,52628.186,1789132008918.812,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:48.918812+04:00,15.4
3766,14961399416000,994.0,1000,1.00,B,1868,52642.080,52642.080,1789132008932.706,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:48.932706+04:00,15.4
3767,14961413310000,9992.0,10000,1.00,A,1869,52655.974,52655.974,1789132008946.600,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:48.946600+04:00,81.4
3768,14961427202000,9992.0,10000,1.00,A,1870,52669.866,52669.866,1789132008960.492,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:48.960492+04:00,82.1
3769,14961441097000,9992.0,10000,1.00,A,1871,52683.761,52683.761,1789132008974.387,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:48.974387+04:00,82.7
3770,14961454989000,994.0,1000,1.00,B,1869,52697.653,52697.653,1789132008988.279,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:48.988279+04:00,16.1
3771,14961468884000,994.0,1000,1.00,B,1870,52711.548,52711.548,1789132009002.174,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:49.002174+04:00,16.2
3772,14961482777000,994.0,1000,1.00,B,1871,52725.441,52725.441,1789132009016.067,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:49.016067+04:00,16.5
3773,14961496671000,9992.0,10000,1.00,A,1872,52739.335,52739.335,1789132009029.961,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:49.029961+04:00,84.7
3774,14961510565000,9992.0,10000,1.00,A,1873,52753.229,52753.229,1789132009043.855,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:49.043855+04:00,85.2
3775,14961524457000,9992.0,10000,1.00,A,1874,52767.121,52767.121,1789132009057.747,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:49.057747+04:00,85.6
3776,14961538352000,994.0,1000,1.00,B,1872,52781.016,52781.016,1789132009071.642,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:49.071642+04:00,16.8
3777,14961552243000,994.0,1000,1.00,B,1873,52794.907,52794.907,1789132009085.533,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:49.085533+04:00,17.1
3778,14961566137000,994.0,1000,1.00,B,1874,52808.801,52808.801,1789132009099.427,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:49.099427+04:00,17.2
3779,14961580031000,9992.0,10000,1.00,A,1875,52822.695,52822.695,1789132009113.321,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:49.113321+04:00,85.7
3780,14961593923000,9992.0,10000,1.00,A,1876,52836.587,52836.587,1789132009127.213,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:49.127213+04:00,85.6
3781,14961607817000,9992.0,10000,1.00,A,1877,52850.481,52850.481,1789132009141.107,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:49.141107+04:00,85.6
3782,14961621712000,994.0,1000,1.00,B,1875,52864.376,52864.376,1789132009155.002,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:49.155002+04:00,17.3
3783,14961635604000,994.0,1000,1.00,B,1876,52878.268,52878.268,1789132009168.894,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:49.168894+04:00,17.3
3784,14961649497000,994.0,1000,1.00,B,1877,52892.161,52892.161,1789132009182.787,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:49.182787+04:00,17.3
3785,14961663394000,9992.0,10000,1.00,A,1878,52906.058,52906.058,1789132009196.684,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:49.196684+04:00,85.5
3786,14961677284000,9992.0,10000,1.00,A,1879,52919.948,52919.948,1789132009210.574,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:49.210574+04:00,85.5
3787,14961691177000,9992.0,10000,1.00,A,1880,52933.841,52933.841,1789132009224.467,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:49.224467+04:00,85.4
3788,14961705072000,994.0,1000,1.00,B,1878,52947.736,52947.736,1789132009238.362,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:49.238362+04:00,17.2
3789,14961718965000,994.0,1000,1.00,B,1879,52961.629,52961.629,1789132009252.255,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:49.252255+04:00,17.1
3790,14961732857000,994.0,1000,1.00,B,1880,52975.521,52975.521,1789132009266.147,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:49.266147+04:00,17.1
3791,14961746752000,9992.0,10000,1.00,A,1881,52989.416,52989.416,1789132009280.042,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:49.280042+04:00,85.0
3792,14961760651000,9992.0,10000,1.00,A,1882,53003.315,53003.315,1789132009293.941,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:49.293941+04:00,85.0
3793,14961774537000,9992.0,10000,1.00,A,1883,53017.201,53017.201,1789132009307.827,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:49.307827+04:00,84.8
3794,14961788432000,994.0,1000,1.00,B,1881,53031.096,53031.096,1789132009321.722,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:49.321722+04:00,16.8
3795,14961802324000,994.0,1000,1.00,B,1882,53044.988,53044.988,1789132009335.614,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:49.335614+04:00,16.8
3796,14961816218000,994.0,1000,1.00,B,1883,53058.882,53058.882,1789132009349.508,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:49.349508+04:00,16.7
3797,14961830113000,9992.0,10000,1.00,A,1884,53072.777,53072.777,1789132009363.403,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:49.363403+04:00,84.1
3798,14961844020000,9992.0,10000,1.00,A,1885,53086.684,53086.684,1789132009377.310,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:49.377310+04:00,83.9
3799,14961857901000,9992.0,10000,1.00,A,1886,53100.565,53100.565,1789132009391.191,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:49.391191+04:00,83.8
3800,14961871796000,994.0,1000,1.00,B,1884,53114.460,53114.460,1789132009405.086,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:49.405086+04:00,16.5
3801,14961885686000,994.0,1000,1.00,B,1885,53128.350,53128.350,1789132009418.976,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:49.418976+04:00,16.5
3802,14961899578000,994.0,1000,1.00,B,1886,53142.242,53142.242,1789132009432.868,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:49.432868+04:00,16.5
3803,14961913474000,9992.0,10000,1.00,A,1887,53156.138,53156.138,1789132009446.764,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:49.446764+04:00,83.1
3804,14961927366000,9992.0,10000,1.00,A,1888,53170.030,53170.030,1789132009460.656,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:49.460656+04:00,82.9
3805,14961941260000,9992.0,10000,1.00,A,1889,53183.924,53183.924,1789132009474.550,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:49.474550+04:00,82.7
3806,14961955154000,994.0,1000,1.00,B,1887,53197.818,53197.818,1789132009488.444,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:49.488444+04:00,16.3
3807,14961969045000,994.0,1000,1.00,B,1888,53211.709,53211.709,1789132009502.335,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:49.502335+04:00,16.3
3808,14961982939000,994.0,1000,1.00,B,1889,53225.603,53225.603,1789132009516.229,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:49.516229+04:00,16.3
3809,14961996833000,9992.0,10000,1.00,A,1890,53239.497,53239.497,1789132009530.123,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:49.530123+04:00,82.6
3810,14962010727000,9992.0,10000,1.00,A,1891,53253.391,53253.391,1789132009544.017,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:49.544017+04:00,82.5
3811,14962024619000,9992.0,10000,1.00,A,1892,53267.283,53267.283,1789132009557.909,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:49.557909+04:00,82.4
3812,14962038515000,994.0,1000,1.00,B,1890,53281.179,53281.179,1789132009571.805,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:49.571805+04:00,16.3
3813,14962052406000,994.0,1000,1.00,B,1891,53295.070,53295.070,1789132009585.696,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:49.585696+04:00,16.3
3814,14962066300000,994.0,1000,1.00,B,1892,53308.964,53308.964,1789132009599.590,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:49.599590+04:00,16.3
3815,14962080194000,9992.0,10000,1.00,A,1893,53322.858,53322.858,1789132009613.484,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:49.613484+04:00,81.9
3816,14962094086000,9992.0,10000,1.00,A,1894,53336.750,53336.750,1789132009627.376,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:49.627376+04:00,81.8
3817,14962107980000,9992.0,10000,1.00,A,1895,53350.644,53350.644,1789132009641.270,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:49.641270+04:00,81.7
3818,14962121875000,994.0,1000,1.00,B,1893,53364.539,53364.539,1789132009655.165,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:49.655165+04:00,16.0
3819,14962135766000,994.0,1000,1.00,B,1894,53378.430,53378.430,1789132009669.056,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:49.669056+04:00,15.8
3820,14962149659000,994.0,1000,1.00,B,1895,53392.323,53392.323,1789132009682.949,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:49.682949+04:00,15.6
3821,14962163557000,9992.0,10000,1.00,A,1896,53406.221,53406.221,1789132009696.847,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:49.696847+04:00,80.9
3822,14962177447000,9992.0,10000,1.00,A,1897,53420.111,53420.111,1789132009710.737,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:49.710737+04:00,81.0
3823,14962191341000,9992.0,10000,1.00,A,1898,53434.005,53434.005,1789132009724.631,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:49.724631+04:00,80.9
3824,14962205235000,994.0,1000,1.00,B,1896,53447.899,53447.899,1789132009738.525,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:49.738525+04:00,15.5
3825,14962219128000,994.0,1000,1.00,B,1897,53461.792,53461.792,1789132009752.418,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:49.752418+04:00,15.5
3826,14962233020000,994.0,1000,1.00,B,1898,53475.684,53475.684,1789132009766.310,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:49.766310+04:00,15.7
3827,14962246918000,9992.0,10000,1.00,A,1899,53489.582,53489.582,1789132009780.208,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:49.780208+04:00,81.3
3828,14962260808000,9992.0,10000,1.00,A,1900,53503.472,53503.472,1789132009794.098,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:49.794098+04:00,81.3
3829,14962274700000,9992.0,10000,1.00,A,1901,53517.364,53517.364,1789132009807.990,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:49.807990+04:00,81.4
3830,14962288595000,994.0,1000,1.00,B,1899,53531.259,53531.259,1789132009821.885,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:49.821885+04:00,15.8
3831,14962302487000,994.0,1000,1.00,B,1900,53545.151,53545.151,1789132009835.777,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:49.835777+04:00,15.8
3832,14962316380000,994.0,1000,1.00,B,1901,53559.044,53559.044,1789132009849.670,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:49.849670+04:00,15.9
3833,14962330275000,9992.0,10000,1.00,A,1902,53572.939,53572.939,1789132009863.565,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:49.863565+04:00,81.6
3834,14962344168000,9992.0,10000,1.00,A,1903,53586.832,53586.832,1789132009877.458,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:49.877458+04:00,81.6
3835,14962358063000,9992.0,10000,1.00,A,1904,53600.727,53600.727,1789132009891.353,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:49.891353+04:00,81.6
3836,14962371956000,994.0,1000,1.00,B,1902,53614.620,53614.620,1789132009905.246,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:49.905246+04:00,16.0
3837,14962385847000,994.0,1000,1.00,B,1903,53628.511,53628.511,1789132009919.137,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:49.919137+04:00,16.0
3838,14962399741000,994.0,1000,1.00,B,1904,53642.405,53642.405,1789132009933.031,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:49.933031+04:00,16.0
3839,14962413635000,9992.0,10000,1.00,A,1905,53656.299,53656.299,1789132009946.925,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:49.946925+04:00,81.5
3840,14962427529000,9992.0,10000,1.00,A,1906,53670.193,53670.193,1789132009960.819,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:49.960819+04:00,81.5
3841,14962441421000,9992.0,10000,1.00,A,1907,53684.085,53684.085,1789132009974.711,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:49.974711+04:00,81.6
3842,14962455319000,994.0,1000,1.00,B,1905,53697.983,53697.983,1789132009988.609,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:49.988609+04:00,16.1
3843,14962469207000,994.0,1000,1.00,B,1906,53711.871,53711.871,1789132010002.497,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:50.002497+04:00,16.0
3844,14962483105000,994.0,1000,1.00,B,1907,53725.769,53725.769,1789132010016.395,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:50.016395+04:00,16.0
3845,14962496996000,9992.0,10000,1.00,A,1908,53739.660,53739.660,1789132010030.286,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:50.030286+04:00,81.4
3846,14962510888000,9992.0,10000,1.00,A,1909,53753.552,53753.552,1789132010044.178,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:50.044178+04:00,81.4
3847,14962524782000,9992.0,10000,1.00,A,1910,53767.446,53767.446,1789132010058.072,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:50.058072+04:00,81.4
3848,14962538676000,994.0,1000,1.00,B,1908,53781.340,53781.340,1789132010071.966,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:50.071966+04:00,16.1
3849,14962552568000,994.0,1000,1.00,B,1909,53795.232,53795.232,1789132010085.858,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:50.085858+04:00,16.1
3850,14962566463000,994.0,1000,1.00,B,1910,53809.127,53809.127,1789132010099.753,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:50.099753+04:00,16.1
3851,14962580356000,9992.0,10000,1.00,A,1911,53823.020,53823.020,1789132010113.646,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:50.113646+04:00,81.2
3852,14962594248000,9992.0,10000,1.00,A,1912,53836.912,53836.912,1789132010127.538,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:50.127538+04:00,81.2
3853,14962608143000,9992.0,10000,1.00,A,1913,53850.807,53850.807,1789132010141.433,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:50.141433+04:00,81.1
3854,14962622036000,994.0,1000,1.00,B,1911,53864.700,53864.700,1789132010155.326,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:50.155326+04:00,16.0
3855,14962635928000,994.0,1000,1.00,B,1912,53878.592,53878.592,1789132010169.218,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:50.169218+04:00,16.0
3856,14962649822000,994.0,1000,1.00,B,1913,53892.486,53892.486,1789132010183.112,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:50.183112+04:00,16.0
3857,14962663720000,9992.0,10000,1.00,A,1914,53906.384,53906.384,1789132010197.010,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:50.197010+04:00,81.0
3858,14962677609000,9992.0,10000,1.00,A,1915,53920.273,53920.273,1789132010210.899,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:50.210899+04:00,81.0
3859,14962691507000,9992.0,10000,1.00,A,1916,53934.171,53934.171,1789132010224.797,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:50.224797+04:00,81.0
3860,14962705397000,994.0,1000,1.00,B,1914,53948.061,53948.061,1789132010238.687,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:50.238687+04:00,15.9
3861,14962719289000,994.0,1000,1.00,B,1915,53961.953,53961.953,1789132010252.579,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:50.252579+04:00,15.9
3862,14962733182000,994.0,1000,1.00,B,1916,53975.846,53975.846,1789132010266.472,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:50.266472+04:00,15.9
3863,14962747079000,9992.0,10000,1.00,A,1917,53989.743,53989.743,1789132010280.369,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:50.280369+04:00,80.6
3864,14962760970000,9992.0,10000,1.00,A,1918,54003.634,54003.634,1789132010294.260,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:50.294260+04:00,80.5
3865,14962774863000,9992.0,10000,1.00,A,1919,54017.527,54017.527,1789132010308.153,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:50.308153+04:00,80.5
3866,14962788757000,994.0,1000,1.00,B,1917,54031.421,54031.421,1789132010322.047,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:50.322047+04:00,16.0
3867,14962802651000,994.0,1000,1.00,B,1918,54045.315,54045.315,1789132010335.941,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:50.335941+04:00,16.1
3868,14962816543000,994.0,1000,1.00,B,1919,54059.207,54059.207,1789132010349.833,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:50.349833+04:00,16.1
3869,14962830441000,9992.0,10000,1.00,A,1920,54073.105,54073.105,1789132010363.731,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:50.363731+04:00,80.8
3870,14962844330000,9992.0,10000,1.00,A,1921,54086.994,54086.994,1789132010377.620,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:50.377620+04:00,80.9
3871,14962858223000,9992.0,10000,1.00,A,1922,54100.887,54100.887,1789132010391.513,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:50.391513+04:00,80.9
3872,14962872118000,994.0,1000,1.00,B,1920,54114.782,54114.782,1789132010405.408,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:50.405408+04:00,16.2
3873,14962886011000,994.0,1000,1.00,B,1921,54128.675,54128.675,1789132010419.301,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:50.419301+04:00,16.2
3874,14962899904000,994.0,1000,1.00,B,1922,54142.568,54142.568,1789132010433.194,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:50.433194+04:00,16.2
3875,14962913801000,9992.0,10000,1.00,A,1923,54156.465,54156.465,1789132010447.091,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:50.447091+04:00,80.9
3876,14962927691000,9992.0,10000,1.00,A,1924,54170.355,54170.355,1789132010460.981,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:50.460981+04:00,80.9
3877,14962941585000,9992.0,10000,1.00,A,1925,54184.249,54184.249,1789132010474.875,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:50.474875+04:00,80.9
3878,14962955478000,994.0,1000,1.00,B,1923,54198.142,54198.142,1789132010488.768,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:50.488768+04:00,16.1
3879,14962969371000,994.0,1000,1.00,B,1924,54212.035,54212.035,1789132010502.661,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:50.502661+04:00,16.1
3880,14962983265000,994.0,1000,1.00,B,1925,54225.929,54225.929,1789132010516.555,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:50.516555+04:00,16.1
3881,14962997158000,9992.0,10000,1.00,A,1926,54239.822,54239.822,1789132010530.448,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:50.530448+04:00,80.9
3882,14963011056000,9992.0,10000,1.00,A,1927,54253.720,54253.720,1789132010544.346,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:50.544346+04:00,80.9
3883,14963024944000,9992.0,10000,1.00,A,1928,54267.608,54267.608,1789132010558.234,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:50.558234+04:00,80.9
3884,14963038841000,994.0,1000,1.00,B,1926,54281.505,54281.505,1789132010572.131,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:50.572131+04:00,16.1
3885,14963052732000,994.0,1000,1.00,B,1927,54295.396,54295.396,1789132010586.022,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:50.586022+04:00,16.0
3886,14963066625000,994.0,1000,1.00,B,1928,54309.289,54309.289,1789132010599.915,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:50.599915+04:00,16.0
3887,14963080519000,9992.0,10000,1.00,A,1929,54323.183,54323.183,1789132010613.809,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:50.613809+04:00,80.5
3888,14963094411000,9992.0,10000,1.00,A,1930,54337.075,54337.075,1789132010627.701,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:50.627701+04:00,80.4
3889,14963108306000,9992.0,10000,1.00,A,1931,54350.970,54350.970,1789132010641.596,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:50.641596+04:00,80.4
3890,14963122200000,994.0,1000,1.00,B,1929,54364.864,54364.864,1789132010655.490,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:50.655490+04:00,15.9
3891,14963136092000,994.0,1000,1.00,B,1930,54378.756,54378.756,1789132010669.382,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:50.669382+04:00,16.0
3892,14963149985000,994.0,1000,1.00,B,1931,54392.649,54392.649,1789132010683.275,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:06:50.683275+04:00,16.0
